created_at,tweet_content,keyword,user_location,entities
2021-09-21 23:37:28,boatos que o bts desistiu de fazer a live e agora tá na call da galinha rindo horrores.,BTS,Brasil,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'stgmvante', 'name': 'mands ៹', 'id': 1201120316040368128, 'id_str': '1201120316040368128', 'indices': [3, 13]}], 'symbols': []}"
2021-09-21 23:37:28,bts diga que vc mais tarde,BTS,"gabrielly, 24y","{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}"
2021-09-21 23:37:28,a gnt reclamou tanto q não tinha live ot7 q o bts decidiu fazer 10 num dia só,BTS,magic shop • mad 🍇,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'vanteilysm', 'name': 'cαv αquinho⁷', 'id': 1277733894977134592, 'id_str': '1277733894977134592', 'indices': [3, 14]}], 'symbols': []}"
2021-09-21 23:37:29,Vaquinha de doação de internet pro bts,BTS,"it's hard to find words to describe how much i love you, i just know that i will continue to love and support you wherever you are, 𝗯𝘁𝘀","{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'njncrabs', 'name': 'vivi⁷ 🪐', 'id': 1387567210198097920, 'id_str': '1387567210198097920', 'indices': [3, 12]}], 'symbols': []}"
2021-09-21 23:37:29,O BTS EM UMA LIVE DE 47 SEGUNDOS TEVE MAIS ESPECTADORES QUE O VMAS,BTS,k-12,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'jeonswear', 'name': 'v(itoria) TAEHYUNG POSTOU SELCA', 'id': 934061706174754816, 'id_str': '934061706174754816', 'indices': [3, 13]}], 'symbols': []}"
2021-09-21 23:37:29,fodase meu seminari9 live do bts porra,BTS,she/her ,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}"
2021-09-21 23:37:29,"21.10.2021, o dia em que a tml inteira parou para ouvir a galinha cantando bts",BTS,corujaarmyblink,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'Iipezi', 'name': 'zoe៹', 'id': 1340336484730232832, 'id_str': '1340336484730232832', 'indices': [3, 10]}], 'symbols': []}"
2021-09-21 23:37:29,"Não gostei da piadinha do James. Todos os dias nosso fandom é estereotipado como ""garotas de 15 anos"" para definir que isso é cult e que bts é de típico adolescente e ainda por cima dizer que eles são visitantes incomum na ONU. Ele foi desrespeitoso, rude e desagradável.",BTS,None,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'ggukxity', 'name': 'Mαɾíα cu de farinha ☁️', 'id': 1298732924586594305, 'id_str': '1298732924586594305', 'indices': [3, 12]}], 'symbols': []}"
2021-09-21 23:37:30,"“Por favor use-me, por favor use o BTS para amar a si mesmo. Porque vocês me ensinaram como me amar todos os dias.”
    
                                   ⠀⠀- Kim Namjoon ⠀⠀⠀⠀⠀⠀⠀⠀⠀",BTS,"★ 방탄소년단 . . . living forever for them, just for them !!","{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'jkbsanboy', 'name': '𝗠៹⁹⁷', 'id': 1380164927730683904, 'id_str': '1380164927730683904', 'indices': [3, 13]}], 'symbols': []}"
2021-09-21 23:37:30,"pra quem nao ta entendendo oque ta rolando, o james corden, fez um vídeo falando sobre o bts na ONU e soltou umas falar infelizes, dizendo que eles são ""visitas incomuns"" e fazendo uma 'piadinha' limitando armys em ""garotas de 15 anos"", como se o fandom ja nao fosse esteriótipado",BTS,BTS WORLD,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'VANTEVlE', 'name': 'ؘhelô⁷', 'id': 1267706862377598985, 'id_str': '1267706862377598985', 'indices': [3, 12]}], 'symbols': []}"
2021-09-21 23:37:31,"pra quem nao ta entendendo oque ta rolando, o james corden, fez um vídeo falando sobre o bts na ONU e soltou umas falar infelizes, dizendo que eles são ""visitas incomuns"" e fazendo uma 'piadinha' limitando armys em ""garotas de 15 anos"", como se o fandom ja nao fosse esteriótipado",BTS,moarmyblinkmonbebe™,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'VANTEVlE', 'name': 'ؘhelô⁷', 'id': 1267706862377598985, 'id_str': '1267706862377598985', 'indices': [3, 12]}], 'symbols': []}"
2021-09-21 23:37:32,"o dia em que a megan postou foto com os meninos insta, que o bts fez não só uma, mas quatro lives (todas derrubadas) e logo depois um indivíduo iniciou uma call cantando as músicas do bts como se fosse uma galinha que reuniu +34k de pessoas. é sobre isso, sabe?",BTS,None,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'stylesktae', 'name': 'lia⁷', 'id': 1066392020384649216, 'id_str': '1066392020384649216', 'indices': [3, 14]}], 'symbols': []}"
2021-09-21 23:37:32,como vou lidar com o fato que o bts deu um baby koya pra megan de presente e a megan tirou fotinha dos vmin com o doguinho dela??? QUE DOR,BTS,"방탄소년단, 내 소우주 🌌","{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}"
2021-09-21 23:37:32,"🎥 TH: Sim, porque estou sentado ao lado de pessoas que estão malhando nos meus ombros...

  @BTS_twt #BTS",BTS,Eroda,"{'hashtags': [{'text': 'BTS', 'indices': [120, 124]}], 'urls': [], 'user_mentions': [{'screen_name': 'BTSNewsBrasil', 'name': 'Bangtan News Brasil ⟭⟬ ⁷', 'id': 746544525657706498, 'id_str': '746544525657706498', 'indices': [3, 17]}, {'screen_name': 'BTS_twt', 'name': '방탄소년단', 'id': 335141638, 'id_str': '335141638', 'indices': [111, 119]}], 'symbols': []}"
2021-09-21 23:37:33,"Não gostei da piadinha do James. Todos os dias nosso fandom é estereotipado como ""garotas de 15 anos"" para definir que isso é cult e que bts é de típico adolescente e ainda por cima dizer que eles são visitantes incomum na ONU. Ele foi desrespeitoso, rude e desagradável.",BTS,None,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'ggukxity', 'name': 'Mαɾíα cu de farinha ☁️', 'id': 1298732924586594305, 'id_str': '1298732924586594305', 'indices': [3, 12]}], 'symbols': []}"
2021-09-21 23:37:33,O BTS EM UMA LIVE DE 47 SEGUNDOS TEVE MAIS ESPECTADORES QUE O VMAS,BTS,ot7 ♡ Yoongi utted ,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'jeonswear', 'name': 'v(itoria) TAEHYUNG POSTOU SELCA', 'id': 934061706174754816, 'id_str': '934061706174754816', 'indices': [3, 13]}], 'symbols': []}"
2021-09-21 23:37:34,"pra quem nao ta entendendo oque ta rolando, o james corden, fez um vídeo falando sobre o bts na ONU e soltou umas falar infelizes, dizendo que eles são ""visitas incomuns"" e fazendo uma 'piadinha' limitando armys em ""garotas de 15 anos"", como se o fandom ja nao fosse esteriótipado",BTS,☂•𝐒𝐭𝐢𝐥𝐥 𝐖𝐢𝐭𝐡 𝐘𝐨𝐮 ,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'VANTEVlE', 'name': 'ؘhelô⁷', 'id': 1267706862377598985, 'id_str': '1267706862377598985', 'indices': [3, 12]}], 'symbols': []}"
2021-09-21 23:37:34,"Foi confirmado que ""My Universe"" vai ter apoio das rádios US. Ela vai ter duas versões: a com bts vai para a rádio pop e a versão sem bts vai para a alternativa, que toca não pop. É mais reprodução, mais de uma estação. É uma estratégia. Foi a gravadora do coldplay.",BTS,na coxa do harry,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'bypalletsuga', 'name': 'Tαrci ࿚ 🧁𝐌𝐲 (𝐲𝐨𝐮)𝐧𝐢𝐯𝐞𝐫𝐬𝐞²⁴', 'id': 1263896514222534657, 'id_str': '1263896514222534657', 'indices': [3, 16]}], 'symbols': []}"
2021-09-21 23:37:35,"qual música você ouviu primeiro? 

taylor: you belong with me
bts: bs&amp;t
rv: bad boy",BTS,None,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}"
2021-09-21 23:37:35,"é uma babaquice do caralho NUNCA é possível pra esse povo assumir que o bts é grande, parece veneno assumir que o bts merece estar na ONU mas caralho sempre tem que te um motivo pra diminuir isso, citando o fandom ou até mesmo algo deles, james corden você é só mais um de muitos.",BTS,daydreaming about bts . . .☆,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'hobiefave', 'name': '# faela', 'id': 1325685120309850112, 'id_str': '1325685120309850112', 'indices': [3, 13]}], 'symbols': []}"
created_at,tweet_content,keyword,user_location,entities
